global_time,timestamp,Outer forearm sensor value (1),Inner forearm sensor value (2),Load sensor value (3)
1694006644.5524075,2041026572.0,330.0,361.0,497.0
1694006644.5524075,2041028748.0,334.0,359.0,492.0
1694006644.5529408,2041030924.0,333.0,344.0,491.0
1694006644.553469,2041033104.0,329.0,321.0,494.0
1694006644.553469,2041035284.0,321.0,300.0,491.0
1694006644.5539904,2041037464.0,318.0,290.0,495.0
1694006644.5545163,2041039644.0,317.0,295.0,494.0
1694006644.5545163,2041041824.0,320.0,316.0,491.0
1694006644.5550377,2041044004.0,325.0,340.0,493.0
1694006644.55556,2041046184.0,331.0,356.0,494.0
1694006644.5560873,2041048364.0,331.0,358.0,492.0
1694006644.5560873,2041050544.0,334.0,349.0,496.0
1694006644.556617,2041052724.0,329.0,326.0,494.0
1694006644.5571394,2041054904.0,323.0,303.0,491.0
1694006644.5571394,2041057084.0,318.0,291.0,492.0
1694006644.5576644,2041059260.0,316.0,292.0,495.0
1694006644.5581884,2041061440.0,319.0,309.0,491.0
1694006644.5581884,2041063620.0,324.0,334.0,493.0
1694006644.6089494,2041065800.0,331.0,353.0,495.0
1694006644.6100078,2041067980.0,331.0,361.0,495.0
1694006644.6105316,2041070160.0,332.0,355.0,493.0
1694006644.6105316,2041072340.0,329.0,331.0,494.0
1694006644.611057,2041074520.0,325.0,309.0,493.0
1694006644.6115906,2041076700.0,319.0,292.0,492.0
1694006644.6121135,2041078880.0,317.0,289.0,492.0
1694006644.6121135,2041081068.0,315.0,303.0,494.0
1694006644.6126418,2041083244.0,322.0,327.0,490.0
1694006644.61317,2041085416.0,332.0,350.0,495.0
1694006644.613676,2041087596.0,330.0,361.0,494.0
1694006644.6137037,2041089776.0,332.0,356.0,494.0
1694006644.6142316,2041091956.0,329.0,339.0,493.0
1694006644.6147377,2041094136.0,325.0,315.0,491.0
1694006644.6147554,2041096316.0,323.0,296.0,491.0
1694006644.6152804,2041098496.0,318.0,291.0,495.0
1694006644.615786,2041100676.0,321.0,299.0,496.0
1694006644.6158109,2041102856.0,319.0,320.0,493.0
1694006644.6163332,2041105036.0,327.0,345.0,491.0
1694006644.6163332,2041107216.0,328.0,360.0,496.0
1694006644.616861,2041109396.0,332.0,359.0,495.0
1694006644.617387,2041111572.0,331.0,344.0,492.0
1694006644.617906,2041113756.0,327.0,319.0,492.0
1694006644.6184285,2041115936.0,322.0,300.0,492.0
1694006644.6189573,2041118112.0,320.0,289.0,492.0
1694006644.6189573,2041120292.0,317.0,295.0,491.0
1694006644.6194837,2041122472.0,319.0,315.0,493.0
1694006644.6199982,2041124652.0,325.0,340.0,495.0
1694006644.620523,2041126832.0,330.0,358.0,495.0
1694006644.670121,2041129012.0,333.0,361.0,496.0
1694006644.671184,2041131192.0,333.0,348.0,494.0
1694006644.6717224,2041133372.0,328.0,325.0,492.0
1694006644.6722326,2041135552.0,322.0,304.0,495.0
1694006644.6722724,2041137732.0,318.0,290.0,495.0
1694006644.6728046,2041139912.0,318.0,293.0,492.0
1694006644.6733406,2041142088.0,320.0,310.0,495.0
1694006644.6733406,2041144268.0,325.0,335.0,494.0
1694006644.6738744,2041146448.0,326.0,353.0,492.0
1694006644.6743987,2041148628.0,332.0,361.0,493.0
1694006644.6743987,2041150816.0,333.0,352.0,495.0
1694006644.6749284,2041152988.0,330.0,332.0,496.0
1694006644.6754537,2041155168.0,324.0,310.0,491.0
1694006644.675981,2041157348.0,318.0,291.0,495.0
1694006644.6765041,2041159528.0,317.0,290.0,492.0
1694006644.6765041,2041161708.0,319.0,304.0,495.0
1694006644.6770291,2041163888.0,322.0,328.0,493.0
1694006644.677564,2041166068.0,328.0,349.0,493.0
1694006644.677564,2041168244.0,332.0,361.0,493.0
1694006644.6780922,2041170424.0,332.0,357.0,493.0
1694006644.6786234,2041172604.0,330.0,339.0,491.0
1694006644.6791525,2041174784.0,324.0,312.0,490.0
1694006644.6791525,2041176964.0,321.0,297.0,495.0
1694006644.6796765,2041179152.0,315.0,290.0,491.0
1694006644.6802032,2041181324.0,317.0,299.0,493.0
1694006644.6802032,2041183504.0,323.0,322.0,494.0
1694006644.6807334,2041185684.0,328.0,345.0,495.0
1694006644.6812665,2041187864.0,332.0,360.0,492.0
1694006644.7338545,2041190044.0,333.0,359.0,496.0
1694006644.7343926,2041192224.0,331.0,342.0,494.0
1694006644.734918,2041194404.0,326.0,320.0,493.0
1694006644.734918,2041196580.0,321.0,298.0,493.0
1694006644.7354407,2041198760.0,319.0,289.0,494.0
1694006644.735968,2041200944.0,318.0,296.0,493.0
1694006644.737531,2041203120.0,321.0,317.0,495.0
1694006644.7380552,2041205300.0,326.0,340.0,497.0
1694006644.7385874,2041207480.0,330.0,357.0,492.0
1694006644.7385874,2041209660.0,332.0,360.0,492.0
1694006644.7391202,2041211840.0,331.0,348.0,494.0
1694006644.7396493,2041214020.0,329.0,325.0,493.0
1694006644.7401772,2041216200.0,322.0,303.0,493.0
1694006644.7407017,2041218380.0,318.0,291.0,496.0
1694006644.741208,2041220556.0,316.0,293.0,492.0
1694006644.7412233,2041222736.0,319.0,311.0,492.0
1694006644.7417486,2041224920.0,325.0,336.0,492.0
1694006644.7422748,2041227096.0,332.0,354.0,491.0
1694006644.7422748,2041229276.0,336.0,360.0,496.0
1694006644.7427986,2041231456.0,333.0,352.0,492.0
1694006644.743325,2041233644.0,327.0,330.0,492.0
1694006644.743325,2041235824.0,324.0,308.0,492.0
1694006644.7443717,2041237996.0,319.0,293.0,494.0
1694006644.7443717,2041240176.0,318.0,292.0,492.0
1694006644.7448928,2041242356.0,318.0,306.0,492.0
1694006644.7454183,2041244536.0,324.0,329.0,494.0
1694006644.7454183,2041246716.0,329.0,349.0,492.0
1694006644.7459378,2041248896.0,329.0,360.0,490.0
1694006644.7465174,2041251072.0,331.0,355.0,494.0
1694006644.7470434,2041253252.0,330.0,338.0,493.0
1694006644.797075,2041255436.0,325.0,312.0,494.0
1694006644.7976003,2041257612.0,321.0,295.0,496.0
1694006644.7981222,2041259792.0,317.0,291.0,493.0
1694006644.7986445,2041261972.0,318.0,301.0,490.0
1694006644.7986445,2041264152.0,323.0,324.0,494.0
1694006644.7991693,2041266332.0,326.0,346.0,494.0
1694006644.7996907,2041268512.0,332.0,359.0,491.0
1694006644.7996907,2041270692.0,332.0,357.0,494.0
1694006644.8002157,2041272872.0,330.0,341.0,491.0
1694006644.800745,2041275052.0,327.0,317.0,491.0
1694006644.8012793,2041277228.0,321.0,299.0,492.0
1694006644.8012793,2041279408.0,317.0,291.0,494.0
1694006644.8017998,2041281588.0,318.0,297.0,493.0
1694006644.8023245,2041283768.0,322.0,316.0,492.0
1694006644.8023245,2041285948.0,328.0,341.0,495.0
1694006644.8028426,2041288128.0,327.0,357.0,490.0
1694006644.8033652,2041290308.0,335.0,360.0,493.0
1694006644.803886,2041292488.0,331.0,346.0,494.0
1694006644.8044083,2041294668.0,326.0,323.0,491.0
1694006644.8044083,2041296848.0,324.0,303.0,493.0
1694006644.8049326,2041299028.0,319.0,291.0,492.0
1694006644.8054595,2041301208.0,316.0,294.0,493.0
1694006644.8054595,2041303392.0,320.0,311.0,493.0
1694006644.8059797,2041305564.0,325.0,336.0,493.0
1694006644.806502,2041307744.0,330.0,354.0,493.0
1694006644.806502,2041309928.0,333.0,363.0,493.0
1694006644.8070278,2041312104.0,332.0,352.0,491.0
1694006644.8076134,2041314284.0,327.0,325.0,491.0
1694006644.8076134,2041316472.0,325.0,308.0,495.0
1694006644.8608325,2041318644.0,319.0,293.0,492.0
1694006644.8613565,2041320824.0,316.0,292.0,493.0
1694006644.861882,2041323004.0,319.0,306.0,492.0
1694006644.8624127,2041325184.0,324.0,330.0,492.0
1694006644.8629346,2041327364.0,329.0,349.0,492.0
1694006644.8634531,2041329544.0,333.0,360.0,491.0
1694006644.8634531,2041331728.0,333.0,355.0,491.0
1694006644.8639762,2041333904.0,328.0,337.0,495.0
1694006644.8645024,2041336080.0,324.0,311.0,492.0
1694006644.8650355,2041338260.0,320.0,296.0,490.0
1694006644.8650355,2041340440.0,318.0,291.0,490.0
1694006644.8655593,2041342620.0,318.0,301.0,495.0
1694006644.8660827,2041344800.0,322.0,324.0,491.0
1694006644.8660827,2041346980.0,327.0,346.0,493.0
1694006644.8666055,2041349160.0,331.0,360.0,496.0
1694006644.867139,2041351340.0,332.0,357.0,492.0
1694006644.8676665,2041353520.0,330.0,341.0,492.0
1694006644.8676665,2041355700.0,326.0,317.0,494.0
1694006644.868186,2041357880.0,321.0,299.0,495.0
1694006644.8687863,2041360056.0,317.0,291.0,494.0
1694006644.8693206,2041362240.0,317.0,298.0,496.0
1694006644.8698509,2041364420.0,321.0,317.0,492.0
1694006644.8703823,2041366596.0,328.0,341.0,493.0
1694006644.8709216,2041368776.0,330.0,357.0,495.0
1694006644.8714526,2041370956.0,332.0,359.0,496.0
1694006644.8719788,2041373136.0,334.0,346.0,491.0
1694006644.8725023,2041375316.0,327.0,323.0,494.0
1694006644.8725023,2041377496.0,322.0,303.0,495.0
1694006644.873046,2041379676.0,319.0,291.0,492.0
1694006644.8741362,2041381856.0,317.0,294.0,493.0
1694006644.9205875,2041384036.0,319.0,311.0,493.0
1694006644.9211087,2041386220.0,324.0,335.0,492.0
1694006644.9216325,2041388400.0,331.0,354.0,491.0
1694006644.9221566,2041390572.0,332.0,360.0,493.0
1694006644.9221566,2041392756.0,331.0,351.0,493.0
1694006644.9226825,2041394932.0,328.0,330.0,492.0
1694006644.9232087,2041397112.0,324.0,307.0,496.0
1694006644.9232087,2041399292.0,318.0,292.0,493.0
1694006644.9237328,2041401472.0,317.0,292.0,492.0
1694006644.9242594,2041403652.0,319.0,309.0,494.0
1694006644.9247825,2041405832.0,323.0,331.0,494.0
1694006644.9247825,2041408012.0,329.0,348.0,491.0
1694006644.9253023,2041410192.0,333.0,361.0,493.0
1694006644.9258294,2041412372.0,332.0,354.0,494.0
1694006644.9263518,2041414548.0,329.0,334.0,494.0
1694006644.9263518,2041416732.0,326.0,311.0,494.0
1694006644.9268773,2041418908.0,320.0,295.0,494.0
1694006644.9273956,2041421088.0,318.0,290.0,492.0
1694006644.9279232,2041423268.0,318.0,302.0,495.0
1694006644.9279232,2041425448.0,323.0,325.0,492.0
1694006644.9284463,2041427628.0,327.0,347.0,491.0
1694006644.9289727,2041429808.0,332.0,361.0,494.0
1694006644.9295819,2041431988.0,333.0,357.0,494.0
1694006644.930105,2041434168.0,330.0,340.0,493.0
1694006644.930105,2041436348.0,326.0,316.0,492.0
1694006644.9306278,2041438528.0,321.0,298.0,491.0
1694006644.9311483,2041440708.0,318.0,291.0,491.0
1694006644.984203,2041442884.0,318.0,296.0,492.0
1694006644.9847264,2041445068.0,320.0,318.0,493.0
1694006644.985255,2041447248.0,325.0,341.0,494.0
1694006644.9857814,2041449424.0,331.0,357.0,493.0
1694006644.9857814,2041451604.0,334.0,360.0,493.0
1694006644.9863076,2041453784.0,332.0,346.0,493.0
1694006644.9868329,2041455972.0,327.0,321.0,495.0
1694006644.9868329,2041458144.0,323.0,303.0,495.0
1694006644.9873636,2041460324.0,320.0,291.0,495.0
1694006644.9878893,2041462504.0,318.0,295.0,491.0
1694006644.988418,2041464684.0,319.0,312.0,493.0
1694006644.988944,2041466864.0,325.0,337.0,491.0
1694006644.9894598,2041469048.0,331.0,354.0,491.0
1694006644.9900641,2041471224.0,329.0,358.0,496.0
1694006644.9900641,2041473404.0,332.0,351.0,498.0
1694006644.9905894,2041475584.0,328.0,329.0,490.0
1694006644.9911141,2041477760.0,323.0,306.0,496.0
1694006644.9911141,2041479944.0,320.0,292.0,493.0
1694006644.9916396,2041482120.0,317.0,293.0,492.0
1694006644.992167,2041484304.0,319.0,308.0,492.0
1694006644.992167,2041486480.0,324.0,332.0,496.0
1694006644.9926918,2041488660.0,329.0,351.0,493.0
1694006644.9932146,2041490840.0,333.0,359.0,492.0
1694006644.9932146,2041493020.0,332.0,353.0,496.0
1694006644.9937441,2041495200.0,330.0,335.0,493.0
1694006644.9942663,2041497380.0,324.0,311.0,494.0
1694006644.9947793,2041499556.0,320.0,295.0,495.0
1694006644.9947793,2041501740.0,318.0,292.0,492.0
1694006644.9953072,2041503916.0,319.0,302.0,491.0
1694006645.0474646,2041506100.0,323.0,325.0,493.0
1694006645.047989,2041508276.0,327.0,347.0,494.0
1694006645.048516,2041510456.0,331.0,360.0,492.0
1694006645.0490522,2041512636.0,333.0,357.0,492.0
1694006645.0495882,2041514816.0,330.0,340.0,491.0
1694006645.050112,2041516996.0,327.0,317.0,490.0
1694006645.050112,2041519176.0,321.0,299.0,492.0
1694006645.0506315,2041521356.0,319.0,290.0,494.0
1694006645.051225,2041523536.0,317.0,298.0,493.0
1694006645.0517328,2041525716.0,321.0,318.0,493.0
1694006645.0517633,2041527896.0,326.0,342.0,493.0
1694006645.0522892,2041530072.0,331.0,359.0,490.0
1694006645.0527947,2041532252.0,333.0,359.0,491.0
1694006645.0528135,2041534432.0,330.0,344.0,493.0
1694006645.053342,2041536612.0,325.0,320.0,491.0
1694006645.0538716,2041538796.0,323.0,302.0,492.0
1694006645.0543919,2041540976.0,319.0,291.0,492.0
1694006645.0543919,2041543152.0,318.0,295.0,491.0
1694006645.0549242,2041545332.0,322.0,313.0,492.0
1694006645.055447,2041547512.0,326.0,338.0,491.0
1694006645.0559866,2041549692.0,330.0,356.0,494.0
1694006645.0559866,2041551872.0,332.0,359.0,491.0
1694006645.0570416,2041554052.0,332.0,349.0,494.0
1694006645.057569,2041556232.0,328.0,328.0,491.0
1694006645.057569,2041558408.0,324.0,306.0,492.0
1694006645.0580971,2041560588.0,319.0,292.0,493.0
1694006645.0586252,2041562772.0,318.0,293.0,490.0
1694006645.0591488,2041564948.0,319.0,307.0,490.0
1694006645.0596743,2041567128.0,324.0,332.0,494.0
1694006645.0596743,2041569308.0,329.0,350.0,490.0
1694006645.1113808,2041571488.0,333.0,360.0,489.0
1694006645.1119037,2041573668.0,334.0,354.0,492.0
1694006645.1125667,2041575848.0,329.0,335.0,490.0
1694006645.1130757,2041578028.0,324.0,312.0,490.0
1694006645.1130981,2041580208.0,320.0,294.0,491.0
1694006645.1136327,2041582388.0,317.0,289.0,493.0
1694006645.1141617,2041584568.0,318.0,302.0,491.0
1694006645.114688,2041586748.0,323.0,326.0,493.0
1694006645.1152296,2041588924.0,328.0,349.0,495.0
1694006645.1152296,2041591104.0,331.0,361.0,490.0
1694006645.1157591,2041593284.0,332.0,358.0,492.0
1694006645.1162932,2041595464.0,330.0,338.0,487.0
1694006645.1168232,2041597644.0,326.0,315.0,490.0
1694006645.1168232,2041599824.0,321.0,298.0,494.0
1694006645.117345,2041602004.0,317.0,291.0,491.0
1694006645.1178763,2041604184.0,320.0,299.0,490.0
1694006645.1178763,2041606364.0,320.0,319.0,491.0
1694006645.1183987,2041608552.0,325.0,343.0,490.0
1694006645.1189277,2041610724.0,331.0,358.0,490.0
1694006645.1189277,2041612900.0,333.0,360.0,493.0
1694006645.1194532,2041615080.0,331.0,346.0,489.0
1694006645.119984,2041617260.0,327.0,321.0,489.0
1694006645.1205125,2041619440.0,322.0,300.0,492.0
1694006645.1205125,2041621624.0,320.0,289.0,491.0
1694006645.1210358,2041623800.0,318.0,295.0,492.0
1694006645.121555,2041625980.0,320.0,315.0,492.0
1694006645.121555,2041628160.0,325.0,338.0,494.0
1694006645.1220794,2041630340.0,329.0,356.0,493.0
1694006645.1225984,2041632520.0,334.0,361.0,491.0
1694006645.1705787,2041634700.0,333.0,349.0,491.0
1694006645.1711133,2041636880.0,326.0,327.0,491.0
1694006645.1716454,2041639060.0,323.0,305.0,491.0
1694006645.172172,2041641240.0,316.0,290.0,492.0
1694006645.1726997,2041643416.0,319.0,293.0,492.0
1694006645.1732857,2041645600.0,320.0,309.0,492.0
1694006645.1732857,2041647776.0,325.0,333.0,493.0
1694006645.1738276,2041649956.0,328.0,352.0,491.0
1694006645.174352,2041652136.0,332.0,360.0,490.0
1694006645.174352,2041654316.0,333.0,355.0,489.0
1694006645.1748843,2041656496.0,330.0,334.0,492.0
1694006645.1754048,2041658676.0,322.0,310.0,490.0
1694006645.1759317,2041660856.0,320.0,293.0,488.0
1694006645.1759317,2041663036.0,318.0,293.0,493.0
1694006645.1764593,2041665216.0,319.0,305.0,494.0
1694006645.176978,2041667392.0,320.0,325.0,491.0
1694006645.1775005,2041669576.0,328.0,347.0,492.0
1694006645.1780276,2041671752.0,333.0,361.0,489.0
1694006645.1780276,2041673932.0,332.0,356.0,489.0
1694006645.178554,2041676120.0,330.0,338.0,492.0
1694006645.1790795,2041678292.0,325.0,314.0,493.0
1694006645.1790795,2041680472.0,321.0,296.0,492.0
1694006645.1796038,2041682652.0,318.0,291.0,491.0
1694006645.1801279,2041684832.0,318.0,299.0,490.0
1694006645.1801279,2041687012.0,322.0,321.0,488.0
1694006645.1806493,2041689192.0,327.0,344.0,493.0
1694006645.181177,2041691372.0,330.0,359.0,491.0
1694006645.2348008,2041693552.0,333.0,358.0,489.0
1694006645.2358727,2041695732.0,331.0,345.0,489.0
1694006645.2363992,2041697908.0,327.0,320.0,493.0
1694006645.2363992,2041700088.0,321.0,300.0,492.0
1694006645.2369258,2041702272.0,318.0,290.0,494.0
1694006645.2374477,2041704456.0,318.0,297.0,493.0
1694006645.2374477,2041706628.0,321.0,316.0,485.0
1694006645.237975,2041708808.0,326.0,341.0,487.0
1694006645.238494,2041710988.0,330.0,355.0,489.0
1694006645.238494,2041713168.0,333.0,359.0,486.0
1694006645.2390227,2041715348.0,332.0,349.0,488.0
1694006645.2395535,2041717528.0,328.0,326.0,486.0
1694006645.2395535,2041719708.0,324.0,305.0,490.0
1694006645.2400882,2041721888.0,319.0,292.0,486.0
1694006645.240595,2041724068.0,316.0,295.0,487.0
1694006645.2406209,2041726248.0,317.0,311.0,487.0
1694006645.2411432,2041728424.0,325.0,332.0,489.0
1694006645.2411432,2041730604.0,330.0,353.0,487.0
1694006645.2416728,2041732784.0,331.0,361.0,487.0
1694006645.2421935,2041734964.0,333.0,353.0,485.0
1694006645.2421935,2041737144.0,329.0,329.0,490.0
1694006645.2427185,2041739324.0,323.0,310.0,489.0
1694006645.2432451,2041741504.0,319.0,292.0,486.0
1694006645.2438056,2041743684.0,316.0,290.0,490.0
1694006645.2443292,2041745864.0,320.0,306.0,486.0
1694006645.2443292,2041748044.0,322.0,328.0,486.0
1694006645.2448497,2041750220.0,327.0,349.0,490.0
1694006645.2453732,2041752404.0,332.0,360.0,486.0
1694006645.2453732,2041754580.0,333.0,355.0,486.0
1694006645.2458973,2041756764.0,329.0,339.0,488.0
1694006645.2959929,2041758940.0,326.0,315.0,486.0
1694006645.296672,2041761128.0,320.0,297.0,487.0
1694006645.297737,2041763300.0,318.0,291.0,487.0
1694006645.2982647,2041765480.0,319.0,300.0,491.0
1694006645.2987924,2041767660.0,321.0,322.0,486.0
1694006645.2993214,2041769840.0,326.0,344.0,491.0
1694006645.2998474,2041772020.0,331.0,360.0,487.0
1694006645.3003728,2041774200.0,334.0,359.0,486.0
1694006645.3003728,2041776380.0,330.0,343.0,490.0
1694006645.3008943,2041778560.0,326.0,319.0,488.0
1694006645.3014214,2041780736.0,322.0,300.0,489.0
1694006645.3019254,2041782916.0,317.0,290.0,488.0
1694006645.301944,2041785096.0,317.0,297.0,487.0
1694006645.3024704,2041787276.0,318.0,314.0,486.0
1694006645.3029976,2041789456.0,326.0,341.0,487.0
1694006645.3029976,2041791636.0,332.0,357.0,487.0
1694006645.3035226,2041793816.0,332.0,359.0,487.0
1694006645.3040466,2041795996.0,332.0,348.0,488.0
1694006645.3045764,2041798176.0,325.0,323.0,487.0
1694006645.3045764,2041800356.0,322.0,305.0,484.0
1694006645.3050997,2041802536.0,322.0,292.0,488.0
1694006645.3056238,2041804712.0,318.0,291.0,488.0
1694006645.3056238,2041806896.0,320.0,311.0,484.0
1694006645.3061445,2041809076.0,325.0,336.0,484.0
1694006645.3066697,2041811252.0,328.0,351.0,487.0
1694006645.3071902,2041813432.0,333.0,361.0,483.0
1694006645.3071902,2041815612.0,333.0,353.0,483.0
1694006645.3077168,2041817792.0,327.0,329.0,485.0
1694006645.358091,2041819972.0,324.0,309.0,487.0
1694006645.3586252,2041822152.0,320.0,293.0,487.0
1694006645.3591604,2041824332.0,319.0,291.0,485.0
1694006645.35968,2041826512.0,318.0,306.0,485.0
1694006645.35968,2041828700.0,321.0,328.0,487.0
1694006645.360206,2041830872.0,328.0,351.0,485.0
1694006645.360726,2041833052.0,332.0,362.0,486.0
1694006645.360726,2041835228.0,331.0,354.0,484.0
1694006645.361256,2041837412.0,331.0,339.0,487.0
1694006645.3617764,2041839588.0,325.0,314.0,483.0
1694006645.362299,2041841768.0,320.0,296.0,483.0
1694006645.3628047,2041843948.0,319.0,291.0,487.0
1694006645.3628302,2041846128.0,318.0,300.0,485.0
1694006645.3633516,2041848308.0,322.0,322.0,479.0
1694006645.3638833,2041850488.0,327.0,344.0,487.0
1694006645.3644135,2041852668.0,330.0,356.0,483.0
1694006645.3644135,2041854848.0,333.0,358.0,483.0
1694006645.3649404,2041857032.0,331.0,344.0,487.0
1694006645.365472,2041859208.0,326.0,320.0,485.0
1694006645.3659794,2041861388.0,322.0,300.0,485.0
1694006645.3659968,2041863568.0,318.0,292.0,486.0
1694006645.3665328,2041865744.0,318.0,294.0,483.0
1694006645.3670597,2041867924.0,322.0,310.0,484.0
1694006645.3670597,2041870104.0,326.0,341.0,484.0
1694006645.3675807,2041872284.0,328.0,356.0,488.0
1694006645.3681023,2041874464.0,335.0,362.0,484.0
1694006645.3681023,2041876644.0,331.0,349.0,487.0
1694006645.3686283,2041878824.0,327.0,326.0,484.0
1694006645.369151,2041881004.0,324.0,303.0,484.0
1694006645.4205294,2041883184.0,317.0,291.0,485.0
1694006645.4210517,2041885364.0,316.0,296.0,488.0
1694006645.422629,2041887544.0,321.0,312.0,484.0
1694006645.4231577,2041889724.0,325.0,332.0,484.0
1694006645.4231577,2041891900.0,329.0,354.0,483.0
1694006645.4236813,2041894080.0,331.0,360.0,488.0
1694006645.4242003,2041896260.0,330.0,352.0,487.0
1694006645.4242003,2041898440.0,331.0,330.0,488.0
1694006645.4247332,2041900620.0,324.0,308.0,484.0
1694006645.4252572,2041902800.0,320.0,293.0,485.0
1694006645.4252572,2041904980.0,318.0,294.0,484.0
1694006645.425778,2041907160.0,317.0,308.0,485.0
1694006645.4263005,2041909340.0,323.0,331.0,482.0
1694006645.4263005,2041911520.0,329.0,351.0,483.0
1694006645.426831,2041913708.0,333.0,360.0,481.0
1694006645.4273598,2041915880.0,332.0,358.0,481.0
1694006645.4273598,2041918060.0,330.0,337.0,480.0
1694006645.427883,2041920236.0,325.0,314.0,485.0
1694006645.4284093,2041922416.0,319.0,292.0,482.0
1694006645.4284093,2041924600.0,318.0,289.0,483.0
1694006645.4289331,2041926776.0,319.0,301.0,482.0
1694006645.429459,2041928956.0,322.0,322.0,482.0
1694006645.429459,2041931136.0,327.0,345.0,481.0
1694006645.4299982,2041933316.0,332.0,359.0,485.0
1694006645.430527,2041935496.0,335.0,358.0,483.0
1694006645.430527,2041937676.0,325.0,342.0,482.0
1694006645.431052,2041939856.0,328.0,314.0,486.0
1694006645.4315753,2041942036.0,319.0,297.0,484.0
1694006645.4320948,2041944216.0,320.0,295.0,481.0
1694006645.484299,2041946396.0,315.0,294.0,485.0
1694006645.4848263,2041948576.0,322.0,316.0,482.0
1694006645.48535,2041950752.0,327.0,344.0,485.0
1694006645.4858754,2041952932.0,330.0,360.0,484.0
1694006645.4864104,2041955112.0,333.0,360.0,482.0
1694006645.4864104,2041957292.0,333.0,349.0,482.0
1694006645.486937,2041959472.0,323.0,322.0,484.0
1694006645.4875038,2041961652.0,323.0,302.0,484.0
1694006645.4875038,2041963832.0,319.0,291.0,485.0
1694006645.4880266,2041966012.0,318.0,297.0,482.0
